catalog,po,line,severity,rule,message,source,plural_source,translations,findings_in_same_entry
locale/iso_3166-2,po/locale/iso_3166-2.po,10852,info,source-equals-translation,Translation is identical to source (possibly untranslated),Zamboanga del Norte,,"{""None"": ""Zamboanga del Norte""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,10855,info,source-equals-translation,Translation is identical to source (possibly untranslated),Zamboanga del Sur,,"{""None"": ""Zamboanga del Sur""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,10867,info,source-equals-translation,Translation is identical to source (possibly untranslated),Zapadnobački okrug,,"{""None"": ""Zapadnobački okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,10903,info,source-equals-translation,Translation is identical to source (possibly untranslated),Zlatiborski okrug,,"{""None"": ""Zlatiborski okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,10996,info,source-equals-translation,Translation is identical to source (possibly untranslated),Ústí nad Labem,,"{""None"": ""Ústí nad Labem""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,10999,info,source-equals-translation,Translation is identical to source (possibly untranslated),Ústí nad Orlicí,,"{""None"": ""Ústí nad Orlicí""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,11023,info,source-equals-translation,Translation is identical to source (possibly untranslated),Črna na Koroškem,,"{""None"": ""Črna na Koroškem""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,11140,info,source-equals-translation,Translation is identical to source (possibly untranslated),Šmarje pri Jelšah,,"{""None"": ""Šmarje pri Jelšah""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,11143,info,source-equals-translation,Translation is identical to source (possibly untranslated),Šmartno ob Paki,,"{""None"": ""Šmartno ob Paki""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,11146,info,source-equals-translation,Translation is identical to source (possibly untranslated),Šmartno pri Litiji,,"{""None"": ""Šmartno pri Litiji""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,11158,info,source-equals-translation,Translation is identical to source (possibly untranslated),Šumadijski okrug,,"{""None"": ""Šumadijski okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,11206,info,source-equals-translation,Translation is identical to source (possibly untranslated),Žďár nad Sázavou,,"{""None"": ""Žďár nad Sázavou""}",
locale/iso_4217,po/locale/iso_4217.po,73,info,currency-localization,Currency format may need localization,Bond Markets Unit European Composite Unit (EURCO),,"{""None"": ""Kreditmarknadsenhet: Europeisk sammansatt enhet (EURCO)""}",
locale/iso_639-2,po/locale/iso_639-2.po,28,warning,punctuation-mismatch,Source contains ';' but translation does not,Adyghe; Adygei,,"{""None"": ""Adygeiska""}",
locale/iso_639-2,po/locale/iso_639-2.po,97,warning,punctuation-mismatch,Source contains ';' but translation does not,Asturian; Bable; Leonese; Asturleonese,,"{""None"": ""Asturiska (Bable)""}",
locale/iso_639-2,po/locale/iso_639-2.po,148,info,length-ratio,Translation is 4.2x longer than source,Basa,,"{""None"": ""Basa (bantuspråk)""}",
locale/iso_639-2,po/locale/iso_639-2.po,160,warning,punctuation-mismatch,Source contains ';' but translation does not,Beja; Bedawiyet,,"{""None"": ""Beyja""}",
locale/iso_639-2,po/locale/iso_639-2.po,184,warning,punctuation-mismatch,Source contains ';' but translation does not,Bini; Edo,,"{""None"": ""Edo (bini)""}",
locale/iso_639-2,po/locale/iso_639-2.po,190,warning,punctuation-mismatch,Source contains ';' but translation does not,Blin; Bilin,,"{""None"": ""Bilin""}",
locale/iso_639-2,po/locale/iso_639-2.po,193,warning,punctuation-mismatch,Source contains ';' but translation does not,Blissymbols; Blissymbolics; Bliss,,"{""None"": ""Blissymboler""}",
locale/iso_639-2,po/locale/iso_639-2.po,259,warning,punctuation-mismatch,Source contains ';' but translation does not,Chichewa; Chewa; Nyanja,,"{""None"": ""Nyanja""}",
locale/iso_639-2,po/locale/iso_639-2.po,316,warning,punctuation-mismatch,Source contains ';' but translation does not,Crimean Tatar; Crimean Turkish,,"{""None"": ""Krimtatariska (Krimturkiska)""}",
locale/iso_639-2,po/locale/iso_639-2.po,466,info,length-ratio,Translation is 5.0x longer than source,Geez,,"{""None"": ""Fornetiopiska (Geez)""}",
locale/iso_639-2,po/locale/iso_639-2.po,535,warning,punctuation-mismatch,Source contains ';' but translation does not,Himachali languages; Western Pahari languages,,"{""None"": ""Västligt Paharispråk""}",
locale/iso_639-2,po/locale/iso_639-2.po,547,warning,punctuation-mismatch,Source contains ';' but translation does not,Hmong; Mong,,"{""None"": ""Hmong""}",
locale/iso_639-2,po/locale/iso_639-2.po,631,info,length-ratio,Translation is 3.2x longer than source,Kabardian,,"{""None"": ""Kabardinska (östtjerkessiska)""}",
locale/iso_639-2,po/locale/iso_639-2.po,637,warning,punctuation-mismatch,Source contains ';' but translation does not,Kachin; Jingpho,,"{""None"": ""Kachin""}",
locale/iso_639-2,po/locale/iso_639-2.po,640,warning,punctuation-mismatch,Source contains ';' but translation does not,Kalaallisut; Greenlandic,,"{""None"": ""Grönländska""}",
locale/iso_639-2,po/locale/iso_639-2.po,643,warning,punctuation-mismatch,Source contains ';' but translation does not,Kalmyk; Oirat,,"{""None"": ""Kalmuckiska""}",
locale/iso_639-2,po/locale/iso_639-2.po,673,info,length-ratio,Translation is 4.8x longer than source,Kawi,,"{""None"": ""Fornjavanska (kawi)""}",
locale/iso_639-2,po/locale/iso_639-2.po,685,warning,punctuation-mismatch,Source contains ';' but translation does not,Khotanese; Sakan,,"{""None"": ""Sakiska (khotanesiska)""}",
locale/iso_639-2,po/locale/iso_639-2.po,688,warning,punctuation-mismatch,Source contains ';' but translation does not,Kikuyu; Gikuyu,,"{""None"": ""Kikuyu""}",
locale/iso_639-2,po/locale/iso_639-2.po,697,warning,punctuation-mismatch,Source contains ';' but translation does not,Kirghiz; Kyrgyz,,"{""None"": ""Kirgisiska""}",
locale/iso_639-2,po/locale/iso_639-2.po,700,info,source-equals-translation,Translation is identical to source (possibly untranslated),Klingon; tlhIngan-Hol,,"{""None"": ""Klingon; tlhIngan-Hol""}",
locale/iso_639-2,po/locale/iso_639-2.po,724,warning,punctuation-mismatch,Source contains ';' but translation does not,Kuanyama; Kwanyama,,"{""None"": ""Ovambo (kuanyama)""}",
locale/iso_639-2,po/locale/iso_639-2.po,739,info,length-ratio,Translation is 3.2x longer than source,Ladino,,"{""None"": ""Spanjolska (ladino)""}",
locale/iso_639-2,po/locale/iso_639-2.po,763,warning,punctuation-mismatch,Source contains ';' but translation does not,Limburgan; Limburger; Limburgish,,"{""None"": ""Limburgiska""}",
locale/iso_639-2,po/locale/iso_639-2.po,775,warning,suspicious-length,Translation is suspiciously short (0.2x of source),"Low German; Low Saxon; German, Low; Saxon, Low",,"{""None"": ""Lågtyska""}",
locale/iso_639-2,po/locale/iso_639-2.po,775,warning,punctuation-mismatch,Source contains ';' but translation does not,"Low German; Low Saxon; German, Low; Saxon, Low",,"{""None"": ""Lågtyska""}",
locale/iso_639-2,po/locale/iso_639-2.po,805,warning,punctuation-mismatch,Source contains ';' but translation does not,Luxembourgish; Letzeburgesch,,"{""None"": ""Luxemburgiska""}",
locale/iso_639-2,po/locale/iso_639-2.po,856,warning,punctuation-mismatch,Source contains ';' but translation does not,Mapudungun; Mapuche,,"{""None"": ""Arakuanska (Mapuche)""}",
locale/iso_639-2,po/locale/iso_639-2.po,925,warning,punctuation-mismatch,Source contains ';' but translation does not,Navajo; Navaho,,"{""None"": ""Navaho""}",
locale/iso_639-2,po/locale/iso_639-2.po,985,warning,punctuation-mismatch,Source contains ';' but translation does not,Official Aramaic (700-300 BCE); Imperial Aramaic (700-300 BCE),,"{""None"": ""Imperiell arameiska (700-300 f.Kr.)""}",
locale/iso_639-2,po/locale/iso_639-2.po,1000,warning,punctuation-mismatch,Source contains ';' but translation does not,Ossetian; Ossetic,,"{""None"": ""Ossetiska""}",
locale/iso_639-2,po/locale/iso_639-2.po,1006,info,length-ratio,Translation is 3.3x longer than source,Pahlavi,,"{""None"": ""Pahlavi (medelpersiska)""}",
locale/iso_639-2,po/locale/iso_639-2.po,1015,warning,punctuation-mismatch,Source contains ';' but translation does not,Pampanga; Kapampangan,,"{""None"": ""Pampanga""}",
locale/iso_639-2,po/locale/iso_639-2.po,1030,warning,punctuation-mismatch,Source contains ';' but translation does not,Pedi; Sepedi; Northern Sotho,,"{""None"": ""Nordsotho""}",
locale/iso_639-2,po/locale/iso_639-2.po,1057,warning,punctuation-mismatch,Source contains ';' but translation does not,Pushto; Pashto,,"{""None"": ""Pashto""}",
locale/iso_639-2,po/locale/iso_639-2.po,1069,warning,punctuation-mismatch,Source contains ';' but translation does not,Rarotongan; Cook Islands Maori,,"{""None"": ""Rarotongesiska""}",
locale/iso_639-2,po/locale/iso_639-2.po,1144,warning,punctuation-mismatch,Source contains ';' but translation does not,Sichuan Yi; Nuosu,,"{""None"": ""Sichuan Yi""}",
locale/iso_639-2,po/locale/iso_639-2.po,1156,info,length-ratio,Translation is 5.0x longer than source,Siksika,,"{""None"": ""Svartfotindianernas språk (siksika)""}",
locale/iso_639-2,po/locale/iso_639-2.po,1162,warning,punctuation-mismatch,Source contains ';' but translation does not,Sinhala; Sinhalese,,"{""None"": ""Singalesiska""}",
locale/iso_639-2,po/locale/iso_639-2.po,1210,warning,punctuation-mismatch,Source contains ';' but translation does not,Spanish; Castilian,,"{""None"": ""Spanska""}",
locale/iso_639-2,po/locale/iso_639-2.po,1240,warning,punctuation-mismatch,Source contains ';' but translation does not,Swiss German; Alemannic; Alsatian,,"{""None"": ""Schweizertyska""}",
locale/iso_639-2,po/locale/iso_639-2.po,1348,warning,punctuation-mismatch,Source contains ';' but translation does not,Uighur; Uyghur,,"{""None"": ""Uiguriska""}",
locale/iso_639-2,po/locale/iso_639-2.po,1435,warning,suspicious-length,Translation is suspiciously short (0.1x of source),Zaza; Dimili; Dimli; Kirdki; Kirmanjki; Zazaki,,"{""None"": ""Zaza""}",
locale/iso_639-2,po/locale/iso_639-2.po,1435,warning,punctuation-mismatch,Source contains ';' but translation does not,Zaza; Dimili; Dimli; Kirdki; Kirmanjki; Zazaki,,"{""None"": ""Zaza""}",
locale/iso_639-2,po/locale/iso_639-2.po,1441,warning,punctuation-mismatch,Source contains ';' but translation does not,Zhuang; Chuang,,"{""None"": ""Zhuang""}",
locale/iso_639-3,po/locale/iso_639-3.po,16,info,source-equals-translation,Translation is identical to source (possibly untranslated),'Are'are,,"{""None"": ""'Are'are""}",
locale/iso_639-3,po/locale/iso_639-3.po,19,info,source-equals-translation,Translation is identical to source (possibly untranslated),'Auhelawa,,"{""None"": ""'Auhelawa""}",
locale/iso_639-3,po/locale/iso_639-3.po,160,info,source-equals-translation,Translation is identical to source (possibly untranslated),Adamorobe Sign Language,,"{""None"": ""Adamorobe Sign Language""}",
locale/iso_639-3,po/locale/iso_639-3.po,235,info,source-equals-translation,Translation is identical to source (possibly untranslated),Afghan Sign Language,,"{""None"": ""Afghan Sign Language""}",
locale/iso_639-3,po/locale/iso_639-3.po,286,info,source-equals-translation,Translation is identical to source (possibly untranslated),"Agta, Alabat Island",,"{""None"": ""Agta, Alabat Island""}",
locale/iso_639-3,po/locale/iso_639-3.po,289,info,source-equals-translation,Translation is identical to source (possibly untranslated),"Agta, Casiguran Dumagat",,"{""None"": ""Agta, Casiguran Dumagat""}",
locale/iso_639-3,po/locale/iso_639-3.po,292,info,source-equals-translation,Translation is identical to source (possibly untranslated),"Agta, Central Cagayan",,"{""None"": ""Agta, Central Cagayan""}",
locale/iso_639-3,po/locale/iso_639-3.po,304,info,source-equals-translation,Translation is identical to source (possibly untranslated),"Agta, Mt. Iraya",,"{""None"": ""Agta, Mt. Iraya""}",
locale/iso_639-3,po/locale/iso_639-3.po,307,info,source-equals-translation,Translation is identical to source (possibly untranslated),"Agta, Mt. Iriga",,"{""None"": ""Agta, Mt. Iriga""}",
locale/iso_639-3,po/locale/iso_639-3.po,313,info,source-equals-translation,Translation is identical to source (possibly untranslated),"Agta, Umiray Dumaget",,"{""None"": ""Agta, Umiray Dumaget""}",
locale/iso_639-3,po/locale/iso_639-3.po,316,info,source-equals-translation,Translation is identical to source (possibly untranslated),"Agta, Villa Viciosa",,"{""None"": ""Agta, Villa Viciosa""}",
locale/iso_639-3,po/locale/iso_639-3.po,526,info,source-equals-translation,Translation is identical to source (possibly untranslated),Akyaung Ari Naga,,"{""None"": ""Akyaung Ari Naga""}",
locale/iso_639-3,po/locale/iso_639-3.po,529,info,source-equals-translation,Translation is identical to source (possibly untranslated),Al-Sayyid Bedouin Sign Language,,"{""None"": ""Al-Sayyid Bedouin Sign Language""}",
locale/iso_639-3,po/locale/iso_639-3.po,538,info,source-equals-translation,Translation is identical to source (possibly untranslated),Alabat Island Agta,,"{""None"": ""Alabat Island Agta""}",
locale/iso_639-3,po/locale/iso_639-3.po,571,info,source-equals-translation,Translation is identical to source (possibly untranslated),Albanian Sign Language,,"{""None"": ""Albanian Sign Language""}",
locale/iso_639-3,po/locale/iso_639-3.po,604,info,source-equals-translation,Translation is identical to source (possibly untranslated),Algerian Saharan Arabic,,"{""None"": ""Algerian Saharan Arabic""}",
locale/iso_639-3,po/locale/iso_639-3.po,607,info,source-equals-translation,Translation is identical to source (possibly untranslated),Algerian Sign Language,,"{""None"": ""Algerian Sign Language""}",
locale/iso_639-3,po/locale/iso_639-3.po,832,info,source-equals-translation,Translation is identical to source (possibly untranslated),"Amuzgo, San Pedro Amuzgos",,"{""None"": ""Amuzgo, San Pedro Amuzgos""}",
locale/iso_639-3,po/locale/iso_639-3.po,835,info,source-equals-translation,Translation is identical to source (possibly untranslated),Ana Tinga Dogon,,"{""None"": ""Ana Tinga Dogon""}",
locale/iso_639-3,po/locale/iso_639-3.po,868,info,source-equals-translation,Translation is identical to source (possibly untranslated),Ancient North Arabian,,"{""None"": ""Ancient North Arabian""}",
locale/iso_639-3,po/locale/iso_639-3.po,886,info,source-equals-translation,Translation is identical to source (possibly untranslated),Andaman Creole Hindi,,"{""None"": ""Andaman Creole Hindi""}",
